Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
Backyard Cabernet Sauvignon 2015,78.5564466,Backyard Vineyards,"Langley, BC",,Canada,Cabernet Sauvignon,2015,,Red,5cc1e644d5086bf66d5415db
Grange Gamay 2013,78.5564466,Grange of Prince Edward Vineyards & Estate Winery,Ontario,,Canada,Gamay Noir,2013,,Red,5ca67b584888c119086f1204
Hartford / Hartford Court Chardonnay,78.5564466,Hartford,Sonoma County,California,USA,Chardonnay,2015,,White,5ad79586329a8da07dfdf9a8
Truchard Chardonnay,78.5564466,Truchard,Napa / Sonoma,California,USA,Chardonnay,2014,,White,5ad77d39128caabb7db02923
Chateau Cos d'Estournel,78.5564466,Chateau Cos d'Estournel,Medoc,Bordeaux,France,Red Bordeaux Blend,1970,,Red,5ad77d38128caabb7db02718
Urgency Pinot Noir,78.5564466,Shannon Ridge Vineyards And Winery,California,,USA,Pinot Noir,2016,,Red,5ab53bfd65ef0a890b442d0e
"River Rock Vineyard ""Telegram""",78.5564466,Elephant Seven,Walla Walla Valley,WA,USA,Syrah,2014,,Red,5a8f0f57d5f6fbac5f9ac139
Riserva,78.5564466,Carpineto,Vino Nobile di Montepulciano,Tuscany,Italy,"Sangiovese, Canaiolo",2011,,Red,5a8f0f56d5f6fbac5f9ac08c
Krupp Stage Coach Vineyards Cabernet Sauvignon 2004,78.5564466,Krupp Brothers Estates  $179,Napa County,,USA,Cabernet Sauvignon,2004,,Red,5a7b439b43780f1b2595a497
Hartwell Stags' Leap District Cabernet Sauvignon 2003,78.5564466,Hartwell Vineyards  $135,Napa,,USA,Cabernet,2003,,Red,5a7a983343780f1b2595a48b
Duckhorn Vineyards Merlot 2013,78.5564466,Duckhorn Vineyards  $120,Napa Valley,,USA,Merlot,2013,,Red,5a7a93f94281413625aa0bd8
Kunde Merlot 2015,78.5564466,Kunde Family Estate  $44,Sonoma County,,USA,Merlot,2015,,Red,5a79421e43780f1b2595a44b
Disznoko Tokaji Dry,78.5564466,Disznoko,Tokaji,,Hungary,Furmint,2015,,White,58d30945d69ba3b478df0857
Tortoise Creek,78.5564466,Mission Grove,Clarksburg,,USA,Pinot Noir,2014,,Red,57e5980ecef9546906c4573e
Ex Anima,78.5564466,Wrath Wines,Monterey County,California,USA,Pinot Noir,2014,,Red,5790d54758418b87779cce88
Benjamin Bridge Rose,78.5564466,Benjamin Bridge,Nova Scotia,,Canada,"Pinot Meunier, Pinot Noir, Chardonnay",2011,Sparkling,Rose,57802f3ab296649f3c79f111
Faustini VII,78.5564466,Faustino,Rioja,,Spain,Tempranillo,2012,,Red,56c28c76b8bc65030017cabf
Sophora Sparkling Rosé,78.5564466,Wither Hills,Hawke's Bay,,New Zealand,"Chardonnay, Pinot Noir",nv,,Rose,56296a7ebac87b0300000002
Morisoli Vineyard Zinfandel,78.5564466,Elyse Winery,Napa Valley,California,USA,Zinfandel,2009,,Red,55d4b5f68a3101030000023f
Cornerstone,78.5564466,Riverstone,Oliver,,Canada,Bordeaux Blend,2010,,Red,55a319d5c1bf6b0300000028
Hunting Hill,78.5564466,Kumeu River,Kumeu,,New Zealand,Chardonnay,2011,,White,5466dfd5a49a77020000002f
Chateau La Nerthe Chateauneuf Du Pape,78.5564466,Chateau La Nerthe,Vaucluse,,France,White Blend,2009,,White,5464fa43370c63020000000d
Reserve Chardonnay,78.5564466,Lismore Range,South Australia,,Australia,Chardonnay,2012,,White,54243af87bbaab020000007c
Three Clicks,78.5564466,Three Clicks,Napa Valley,California,USA,Petite Sirah,2012,,Red,53a387a4ef06a0020000002d
Ca Montini,78.5564466,Ca Montini,Trentino Alto Adige,,Italy,Pinot Gris,2013,,White,5398972acaad9d020000000c
Sterling Vineyards - Reserve - Platinum,78.5564466,Sterling Vineyards,Napa Valley,California,USA,Proprietary Bordeaux Blend,nv,Dry,Red,535a6a3b7dd3dc0200008c9d
Elk Cove 'Five Mountain' Pinot Noir 2016,78.55644659999999,Elk Cove Vineyards,Willamette Valley,Oregon,USA,Pinot Noir,2016,,Red,5f065fb5fbfd6e17acaad371
Coteaux Bourguignons Pinot Noir Gamay 2014,78.55644659999999,Bouchard Pere & Fils,Cote d’or,,France,"Pinot Noir, Gamay",2014,,Red,5d648e893cdfb066e424c7dd
Cuvaison Pinot Noir Carneros,78.55644659999999,Cuvaison,Napa / Sonoma,California,USA,Pinot Noir,2013,,Red,5ad77d38128caabb7db0283a
Pendulum,78.55644659999999,Pendulum,Columbia Valley,,USA,"Merlot, Cabernet Sauvignon, Grenache, Cabernet Franc, Syrah",2011,,Red,56aab7e1eb6cff0300f38c77
Diabolica,78.54654091428571,Diabolical Wines,Okanagan Valley,,Canada,"Pinot Blanc, Riesling, Semillon, Chardonnay, Viognier, Sauvignon Blanc, Gewurztraminer, Pinot Gris",2014,,White,5720effd74f654e102d2762a
L'aura,78.5459644,Querceto di Castellina,Tuscany,,Italy,100% Sangiovese,2015,,Red,5e94def05fd8fd7ae861db5d
Fondatore Lambrusco,78.54515727999998,Cleto Chiarli,Emilia Romagna,,Italy,Lambrusco,2012,,Red,5681e289c0cf330300dba044
The Tapas Wine Collection,78.54515727999998,The Tapas Wine Collection,Valencia,,Spain,Moscato,2013,,White,54c81f7ebf7cd70300000002
Blue Mountain Pinot Gris 2019,78.5439466,Blue Mountain,,Okanagan Valley,Canada,Pinot Gris,2019,,White,5f91e237c8abb30dd63b9cf2
Paetra Riesling Eola-Amity 2014,78.5439466,Weinbau Paetra,Eola-Amity Hills,Oregon,USA,Riesling,2014,,White,5f065fb5fbfd6e17acaad3db
Cave des Tilleuls Amigne 2012,78.5439466,Cave Du Vieux-Moulin,Vetroz,Valais,Switzerland,Amigne,2012,,White,5f065fb5fbfd6e17acaad3cd
Paolo Bea 'San Valentino' 2012,78.5439466,Paolo Bea,,Umbria,Italy,Red Blend,2012,,Red,5f1633e0e403536208f7fb3a
Day Wines Running Bare 2014,78.5439466,Day Wines,Applegate Valley,Oregon,USA,Cabernet Franc,2014,,Red,5f065fb5fbfd6e17acaad2c3
Stangeland Five Barrel Pinot Noir 2014,78.5439466,Stangeland Vineyards,Willamette Valley,Oregon,USA,Pinot Noir,2014,,Red,5f065fb5fbfd6e17acaad34d
Memaloose Idiots Grace Barbera 2012,78.5439466,Memaloose Wines,Columbia Gorge,Washington,USA,Barbera,2012,,Red,5f065fb5fbfd6e17acaad2ad
Altos Las Hormigas Gualtallary Malbec 2017,78.5439466,Altos Las Hormigas,Gualtallary,Mendoza,Argentina,Malbec,2017,,Red,5f065fb5fbfd6e17acaad163
Mikael Boutin Rasteau 2015,78.5439466,Mikael Boutin,Rasteau,Rhone,France,"Grenache, Syrah, Mourvedre",2015,,Red,5f065fb5fbfd6e17acaad2f9
Alexander Valley Vineyards Cyrus 2014,78.5439466,Alexander Valley Vineyards,Alexander Valley,California,USA,"Cabernet Sauvignon, Cabernet Franc, Merlot, Malbec, Petit Verdot",2014,,Red,5f065fb5fbfd6e17acaad241
Vanita Primitivo 2017,78.5439466,Vanita,Puglia,,Italy,Primitivo,2017,,Red,5ed03d307054ff58c442b957
Hyatt Rattlesnake Hills Cabernet Sauvignon 2017,78.5439466,Hyatt Vineyards,Rattlesnake Hills AVA,Washington,USA,Cabernet Sauvignon,2017,,Red,5eb1b9174827085715bb8cb6
Barton and Guestier Cotes De Provence Rose 2018,78.5439466,Barton & Guestier,Cotes de Provence,Provence,France,Southern Rhone Red Blend,2018,,Rose,5e62bcae5488c305249bc854
Ogio Prosecco NV,78.5439466,Ogio Wines,Prosecco,Veneto,Italy,Glera,nv,Sparkling,White,5e60a38da95321039779c20d
Laurenz V Singing Gruner Veltliner 2017,78.5439466,Laurenz V.,Niederösterreich,,Austria,Gruner Veltliner,2017,,White,5e5aace0ec517e3704d40060
Hedges CMS Red 2016,78.5439466,Hedges Family Estate,Columbia Valley,,USA,Red Blend,2016,,Red,5e51e8d0a5e05d4cfdb4619d
Antologia Ontanon Arteso-Antologia Crianza 2013,78.5439466,Antologia Ontanon,Rioja,,Spain,Tempranillo,2013,,Red,5e49aaa6f1cf685e9d988009
Hatch Gobsmacked Sweet P by JPC 2016,78.5439466,The Hatch,Okanagan Valley,,Canada,"Pinot Gris, Pinot Blanc, Auxerrois",2016,,White,5cd9de9efacdb3c0686ae4f9
St Hubertus Riesling 2017,78.5439466,St Hubertus Estate Winery,Okanagan Valley,,Canada,Riesling,2017,,White,5cd46d39365d46902dc234c6
St Hubertus Oak Bay Pinot Noir 2016,78.5439466,St Hubertus Estate Winery,Okanagan Valley,,Canada,Pinot Noir,2016,,Red,5cd46cd668580d752dd58d79
Serendipity Pinot Noir 2015,78.5439466,Serendipity Winery,"Penticton, BC",,Canada,Pinot Noir,2015,,Red,5cd45829365d46902dc234b9
Serendipity Viognier 2018,78.5439466,Serendipity Winery,"Penticton, BC",,Canada,Viognier,2018,,White,5cd4580268580d752dd58d66
Pipe' Dreams Zweigelt 2015,78.5439466,Pipe' Dreams Winery,"Oliver, BC",,Canada,Zweigelt,2015,,Red,5cd34211365d46902dc23233
Peller Sandhill Estate Sandhill Rose 2018,78.5439466,Sandhill Wines,Okanagan Valley,,Canada,Rose Blend,2018,,Rose,5cd324d8365d46902dc23226
Noble Ridge Reserve Chardonnay 2016,78.5439466,Noble Ridge Vineyard & Winery,Okanagan Falls,,Canada,Chardonnay,2016,,White,5cd216c468580d752dd587e8
Nk'Mip Qwam Qwmt Syrah 2016,78.5439466,Nk'Mip Cellars,"Osoyoos, BC",,Canada,Syrah,2016,,Red,5cd214f168580d752dd587d5
Mission Hill Prospect Wren Pinot Noir NV,78.5439466,Prospect Winery,Okanagan Valley,,Canada,Pinot Noir,nv,,Red,5cd1ee8c365d46902dc22f4d
Lunessence Pinot Blanc Oraniensteiner2017,78.5439466,Lunessence Winery & Vineyard,Okanagan Valley,,Canada,"Pinot Blanc, Oraniensteiner",2017,,White,5ccf5e0a68580d752dd58177
Lunessence Crescendo MMXV  2015,78.5439466,Lunessence Winery & Vineyard,Okanagan Valley,,Canada,"Cabernet Sauvignon, Cabernet Franc, Merlot, Malbec, Petit Verdot",2015,,Red,5ccf5d9268580d752dd58176
Joie Farm Reserve Pinot Noir 2016,78.5439466,Joie Farm Wines,Okanagan,,Canada,Pinot Noir,2016,,Red,5cccc1a9ae05dd73546bda55
Joie Noble Blend White 2017,78.5439466,Joie Farm Wines,Okanagan,,Canada,"Gewurztraminer, Riesling, Pinot Auxerrois, Pinot Blanc, Muscat",2017,,White,5cccbef580a99458541fc339
Vintage Ink Wild White 2013,78.5439466,Vintage Ink,Okanagan Valley,,Canada,White Blend,2013,,White,5ccc6936ae05dd73546bda45
House Of Rose Santa's Kiss Pinot Gris NV,78.5439466,House of Rose Winery,Okanagan Valley,,Canada,Pinot Gris,nv,,White,5ccb7cb1ae05dd73546bd879
Fort Berens Pinot Gris 2018,78.5439466,Fort Berens Estate Winery,"Lillooet, BC",,Canada,Pinot Gris,2018,,White,5cc9e27d80a99458541fbf3b
Evolve Rose 2017,78.5439466,Evolve Cellars,"Summerland, BC",,Canada,Rose Blend,2017,,Rose,5cc89e1080a99458541fbec2
Pentad,78.5439466,Seven Hills,Walla Walla Valley,WA,USA,"Cabernet Sauvignon, Merlot, Carmenere, Petit Verdot, Malbec",2012,,Red,5a8f0f57d5f6fbac5f9ac1c1
Cuvée Bastien,78.5439466,Domaine de Châteaumar,Côtes-du-Rhône,,France,Grenache,2016,,Red,5a8f0f56d5f6fbac5f9ac046
Château Pey La Tour 2014,78.5439466,Chateau Pey La Tour  $34,Bordeaux Superieur,,France,Bordeaux Blend,2014,,Red,5a7939004281413625aa0b85
Carmel Road Monterey,78.5439466,Carmel Road Winery,Monterey,California,USA,Pinot Noir,2015,,Red,59d52c6a3392cc0e34ed84f1
Terre d'Amandier,78.5439466,Vignerons Ardéchois,Ardèche,,France,Chardonnay,2015,,White,5960d897a976e6746682a8f5
Unparralleled Sauvignon Blanc,78.5439466,Banfi,Marlborough,,New Zealand,Sauvignon Blanc,2015,,White,58f8c317475b3420268ffeb9
Cruz Alta,78.5439466,Cruz Alta,Mendoza,,Argentina,Malbec,2014,,Red,5859b4a103d6b4cb1b6d2f22
Vouvray,78.5439466,Famille Bougrier,Loire,Vouvray,France,Chenin Blanc,2015,,White,583384be84de372409ccba3d
Cannonball,78.5439466,Cannonball Winery,Sonoma Valley,,USA,Chardonnay,2014,,White,581ed8b934fb2dba078e6433
Free Form,78.5439466,Haywire,Summerland,,Canada,Sauvignon Blanc,2014,,White,57854cd4c57f7e680d3749d9
Apothic Crush,78.5439466,E & J Gallo Winery,California,,USA,"Petite Sirah, Pinot Noir",2014,,Red,575f015e0b05a1a3499bab27
Contadino,78.5439466,Contadino,Venezie,,Italy,Pinot Gris,2014,,White,56fea586cf565b4a32f5e416
Sparkling Bonarda,78.5439466,Colonia Liebres,Mendoza,,Argentina,Bonarda,2013,,Red,5681e075c0cf330300db9ff7
Marques de Murrita,78.5439466,Castillo Ygay,Rioja,,Spain,Tempranillo,2005,,Red,564a73e84357430300000087
Tinto Pesquera,78.5439466,Alejandro Fernandez,Ribera Del Duero,,Spain,Tempranillo,2012,,Red,564a73044357430300000078
Christinna's Cuvee - Anderson Valley,78.5439466,Fulcrum Wines,Anderson Valley,California,USA,Pinot Noir,2013,,Red,56426c695bfc300300000009
Benvenuti Malvasia,78.5439466,Benvenuti,Istra,,Croatia,Malvasia Istriana,2014,,White,563aa7176cf1d3030000011a
Lake Sonoma Chardonnay,78.5439466,Valley Of The Moon Winery And Vineyard,Russian River Valley,,USA,Chardonnay,2012,,White,55d0ac082f033d030000003c
19 Crimes,78.5439466,19 Crimes,South Eastern Australia,,Australia,Cabernet Sauvignon,2013,,Red,55a7dc37e891cf030000034b
Wynns,78.5439466,Wynns,Coonawarra,N/A,Australia,Cabernet Sauvignon,2008,,Red,555ee9ecc01dd6030000000c
Villadoria Bricco Magno,78.5439466,Villadoria,Piedmont,,Italy,Nebbiolo,2010,,Red,555ba25e0a96190300000014
Canti Chardonnay,78.5439466,Fratelli Martini,,,Italy,Chardonnay,nv,,White,554250e5eb915703000003b6
La Cuvee Des Annibals,78.5439466,Chateau Des Annibals,Pays D'oc,,France,"Cinsault, Grenache, Rolle, Ugni Blanc, Syrah",2014,,Rose,5537eebe0b3cc80300000006
Domaine de la Grange des Pères Rouge,78.5439466,Domaine de la Grange des Pères,Pays d'Herault,N/A,France,"Cabernet Sauvignon, Counoise, Syrah, Mourvedre",2011,,Red,54c83216bf7cd70300000007
Dolcero Moscato D'Asti,78.5439466,Acquese,Piedmont,,Italy,Moscato,2013,,White,543c60105676d00200000026
Buttonwood Farms,78.5439466,Buttonwood Farm Winery & Vineyard,Santa Ynez Valley,California,USA,Sauvignon Blanc,2012,,White,53bee3c20d63ae0200000011
Tablas Creek Vineyard  Terret Noir,78.5439466,Tablas Creek Vineyard,Paso Robles,,USA,Terret Noir,2012,,Red,53bdf0ee9520860200000034
Kelly Fleming Cabernet Sauvignon 2003,78.5439466,Kelly Fleming Wines $145,Calistoga,California,USA,Cabernet Sauvignon,2003,,Red,5359791a682acc020000a4d1
Pinot Blanc,78.5439466,Castoro de Oro Estate Winery,Okanagan Valley,British Columbia,Canada,Pinot Blanc,nv,,White,52def0202f8d2402000001ef
Urziger Wurzgarten Kabinett,78.5439466,Joh. Jos. Christoffel Erben,Mosel,N/A,Germany,Riesling,2011,N/A,White,5269a0fa0fffc20200000008
Lake Sonoma Dry Creek Zinfandel,78.53763106666666,Lake Sonoma Winery,Sonoma,N/A,USA,Zinfandel,2010,,Red,5413561c391f3f020000000c
Mt. Boucherie,78.53515727999999,Mt. Boucherie Family Estate Winery,Okanagan Valley,British Columbia,Canada,Gamay,2012,,Red,554663c6c435ae0300000016
Mas de Daumas Gassac Rouge 2009,78.53144660000001,Mas de Daumas Gassac,,Saint-Guilhem-le-Desert,France,Cabernet Sauvignon,2009,,Red,5f065fb5fbfd6e17acaad2b9
Hauner Hiera Sicilia Rosso 2016,78.53144660000001,Carlo Hauner,,Sicily,Italy,"Calabrese, Alicante, Nocera",2016,,Red,5f065fb5fbfd6e17acaad1e3
Matchbook Rose of Tempranillo NV,78.53144660000001,Matchbook Wines,Dunnigan Hills,California,USA,Tempranillo,nv,,Rose,5e5d92e5f6fc9446610eae4c
Zenato Parziale Appassimento Rosso 2015,78.53144660000001,Zenato,Veneto,,Italy,Rare Red Blend,2015,,Red,5e4c974ef1cf685e9d98824d
Rolf Binder Halcyon Cabernet/Merlot 2010,78.53144660000001,Rolf Binder Halcyon,Barossa Valley,,Australia,"Cabernet Sauvignon, Merlot",2010,,Red,5e497d04f1cf685e9d987e83
Estate Series,78.53144660000001,La Playa Vineyards,Colchagua Valley,,Chile,Cabernet Sauvignon,2014,,Red,5564efe1b4f0c1030000005b
Old Soul Pinot Noir 2017,78.5314466,Old Soul,California,California,USA,Pinot Noir,2017,,Red,5f4ade22d5094640b2089071
"Cieck Erbaluce di Caluso ""Misobolo"" 2017",78.5314466,Azienda Agricola Cieck,Erbaluce di Caluso,Piedmont,Italy,Erbaluce,2017,,White,5f160196e403536208f7f8c3
Montevetrano Colli di Salerno 2015,78.5314466,Azienda Agricola Montevetrano,Colli di Salerno,Campania,Italy,Red Blend,2015,,Red,5f164080c43976600821c297
Luigi Tecce Campi Taurasini 'Satyricon' 2014,78.5314466,Luigi Tecce,Taurasini,Campania,Italy,Aglianico,2014,,Red,5f163b89c43976600821c288
Villa Maria EC Pinot Gris NV,78.5314466,Villa Maria,,Gisborne,New Zealand,Pinot Gris,nv,,White,5f065fb5fbfd6e17acaad18b
Paolo Bea Cerrete 2010,78.5314466,Paolo Bea,,Umbria,Italy,Sagrantino,2010,,Red,5f065fb5fbfd6e17acaad21f
Tribut Chablis Chadonnay NV,78.5314466,Laurent Tribut,Chablis,Burgundy,France,Chardonnay,nv,,White,5f065fb5fbfd6e17acaad293
Waterkloof Seriously Cool Chenin Blanc 2018,78.5314466,Waterkloof,Stellenbosch,,South Africa,Chenin Blanc,2018,,White,5e5b05b851d4c83e31252871
Gerard Bertrand Syrah-Carignan Minervois 2017,78.5314466,Gerard Bertrand,Minervois,,France,"Carignan, Syrah",2017,,Red,5e5afcc8a7eef23e2c7df992
Tall Dark Stranger Malbec 2017,78.5314466,Tall Dark Stranger,Mendoza,,Argentina,Malbec,2017,,Red,5e5af0f79f7fff2f499a3754
Marrenon Classique Chardonnay 2017,78.5314466,Marrenon,Mediterranee,,France,Chardonnay,2017,,White,5e5aed60ec517e3704d40121
Chateau Camplazens Grenache 2017,78.5314466,Chateau Camplazens,Pays D'Oc,,France,Grenache,2017,,Red,5e587482b31cc118419f94fd
Craft & Origin No Monkey Business Moskato 2016,78.5314466,Craft & Origin,Western Cape,,South Africa,Moscato,2016,,White,5e548250f113aa6ab50adf0d
Banfi Centine Rosso 2016,78.5314466,Banfi,Tuscany,,Italy,"Sangiovese, Cabernet Sauvignon",2016,,Red,5e51ea19a5e05d4cfdb4619e
Pirramimma Stock's Hill Shiraz 2015,78.5314466,Pirramimma,McLaren Vale,,Australia,Syrah,2015,,Red,5e4c9d4ff1cf685e9d988252
Torbreck The Steading 2015,78.5314466,Torbreck Vintners,Barossa Valley,,Australia,"Grenache, Syrah, Mourvedre",2015,,Red,5e4c9625c2f8c4663fc3d288
Columbia Crest Reserve Cabernet Sauvignon 2011,78.5314466,Columbia Crest,Washington,,USA,Cabernet Sauvignon,2011,,Red,5e498673f1cf685e9d987ede
Kismet Mantra Red 2016,78.5314466,Kismet Estate Winery,Oliver,BC,Canada,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",2016,,Red,5cccd374ae05dd73546bdaa2
Jackson-Triggs Reserve Merlot 2016,78.5314466,Jackson-Triggs Okanagan Estate,Okanagan Valley,,Canada,Merlot,2016,,Red,5ccc64aa80a99458541fc324
Hainle Old Vines Riesling 2009,78.5314466,Hainle Vineyards Estate Winery,Okanagan Valley,,Canada,Riesling,2009,,White,5cca2f8eae05dd73546bd773
Blasted Church Godspeed White 2014,78.5314466,Blasted Church Vineyards,Okanagan Valley,,Canada,"Riesling, Gewurztraminer, Sauvignon Blanc",2014,,White,5cc208aed5086bf66d5415ef
Klinker Brick Albarino,78.5314466,Klinker Brick Winery,Lodi,,USA,Albarino,2017,,White,5b537b6a6783709d63509cda
Belaire Brut Gold,78.5314466,Belaire,Burgundy,,France,Chardonnay Pinot Noir,nv,Sparkling,White,5b2405d425eee55e06fb4540
Kim Crawford Sauvignon Blanc Marlborough,78.5314466,Kim Crawford,Marlborough,South Island,New Zealand,Sauvignon Blanc,2016,,White,5ad77d39128caabb7db02892
Fisher Vineyards Chardonnay The Unity,78.5314466,Fisher Vineyards,Sonoma County,California,USA,Chardonnay,2014,,White,5ad77d39128caabb7db02855
WillaKenzie Estate,78.5314466,WillaKenzie Estate,Willamette Valley,OR,USA,Pinot Gris,2015,,White,5a8f0f57d5f6fbac5f9ac1e8
Trisaetum,78.5314466,Trisaetum,Willamette Valley,OR,USA,Pinot Noir,2015,,Red,5a8f0f57d5f6fbac5f9ac1e4
Doubleback,78.5314466,Doubleback,Walla Walla Valley,WA,USA,Cabernet Sauvignon,2008,,Red,5a8f0f57d5f6fbac5f9ac135
Domaine Louis Boillot & Fils,78.5314466,Domaine Louis Boillot & Fils,Chambolle-Musigny,,France,Pinot Noir,2014,,Red,5a8f0f56d5f6fbac5f9ac04c
Joyce,78.5314466,Joyce Vineyards,Santa Lucia,,USA,Riesling,2015,,White,57995e7dca791cda3072a3f3
Kiona Red Blend,78.5314466,Kiona Vineyards,Red Mountain,,USA,"Cabernet Sauvignon, Merlot, Syrah, Carmenere, Sangiovese, Malbec, Cabernet Franc, Petit Verdot",2012,,Red,5681e809c0cf330300dba173
Single Vineyard Series Montague Vineyard,78.5314466,"Inniskillin Wines, Inc.",Niagara Peninsula,,Canada,Pinot Noir,2011,,Red,567760a2c3f09903005f451b
Russian River Valley,78.5314466,Taft Street Winery,Sonoma,California,USA,Chardonnay,2011,,White,566f646d0a242e0300cfecdf
Mt Difficulty Pinot Gris,78.5314466,Mt Difficulty,Marlborough,,New Zealand,Pinot Gris,2014,,White,56296d7fbac87b0300000020
Zaccagnini,78.5314466,Zaccagnini,Abruzzo,,Italy,Pinot Gris,2014,,White,555ba74e0a9619030000001c
Domaine St Nicolas,78.5314466,Domaine St Nicolas,Loire Valley,,France,Pinot Noir,2013,,Red,5515790b297a160300000030
Avia Chardonnay,78.5314466,Avia,Primoska,,Slovenia,Chardonnay,2012,,White,54189d4cb5649c0200000018
Groth Sauvignon Blanc,78.5314466,Groth Vineyards & Winery,Napa Valley,California,USA,Sauvignon Blanc,2013,,White,53ff1cf347618b020000004b
Nvy Berries,78.5314466,Valdivieso,Cuirco,,Chile,"Semillon, Merlot",nv,,Rose,53b30745db6976020000000a
Bigfire Pinot Gris,78.5314466,R Stuart & Co,Oregon,,USA,Pinot Gris,2013,,White,53a9df45851d140200000019
Nicolas Idiart Sauvignon Blanc,78.5314466,Nicolas Idiart,Loire Valley,,France,Sauvignon Blanc,2013,,White,53763feb5013f70200000036
Wild Thing,78.5314466,Wildside Winery,,Kentucky,USA,"Marechal Foch, Cayuga",nv,,Rose,535a5f8d7dd3dc02000021bc
Campo Viejo Reserva,78.5314466,Bodegas Campo Viejo Savin,Rioja,,Spain,Rioja,2008,,Red,52e31fb8b1d58a020000000e
Dirty Laundry Merlot VQA 2017,78.53014836923077,Dirty Laundry Vineyard,Okanagan Valley,,Canada,Merlot,2017,,Red,5e94ded45fd8fd7ae861d8bd
Domaine Jean-Marc Pillot Bourgogne Le Haut des Champs Blanc 2016,78.5189466,Jean-Marc Pillot,Bourgogne,Burgundy,France,Chardonnay,2016,,White,5f065fb5fbfd6e17acaad176
Domaine Chave St Joseph Rouge 2013,78.5189466,Jean-Louis Chave,Saint-Joseph,Rhone,France,Syrah,2013,,Red,5f065fb5fbfd6e17acaad235
Shannon Ridge High Elevation Cabernet Sauvignon 2018,78.5189466,Shannon Ridge,Lake County,California,USA,Cabernet Sauvignon,2018,,Red,5f065fb5fbfd6e17acaad401
Michel Gassier Syrah 2016,78.5189466,Michel Gassier,Costieres De Nimes,,France,Les Piliers Syrah,2016,,Red,5ee3d8189676795b1b126071
Podere Brizio Brunello di Montalcino 2013,78.5189466,Podere Brizio,Tuscany,,Italy,Sangiovese,2013,,Red,5e49b965f1cf685e9d988046
Paradies Riesling 2018,78.51894659999999,Staffelter-Hof,,Mosel,Germany,Riesling,2018,,White,5f91d72b6f78890dccc1983b
Barkan Negev Desert Pinot Noir Classic,78.51894659999999,Barkan,Negev Desert,Negev,Israel,Pinot Noir,2017,,Red,5f1de79c65f5a7489e06bda7
Jermann Pinot Grigio 2016,78.51894659999999,Jermann,Venezia Giulia,Friuli-Venezia Giulia,Italy,Pinot Grigio,2016,,White,5f065fb5fbfd6e17acaad14d
White Rock Claret 2014,78.51894659999999,White Rock,Napa Valley,California,USA,Red Blend,2014,,Red,5f065fb5fbfd6e17acaad202
Bodegas La Horra Corimbo 2013,78.51894659999999,Bodegas La Horra,Ribera del Duero,Castilla y Leon,Spain,Tempranillo,2013,,Red,5f065fb5fbfd6e17acaad39c
Masseto Toscana IGT 2016,78.51894659999999,Masseto,,Tuscany,Italy,Merlot,2016,,Red,5f065fb5fbfd6e17acaad257
Lingua Franca 'The Plow' Pinot Noir 2016,78.51894659999999,Lingua Franca,Eola-Amity Hills,Oregon,USA,Pinot Noir,2016,,Red,5f065fb5fbfd6e17acaad13b
Chateau Montifaud Pineau des Charentes Red Nv,78.51894659999999,Chateau de Montifaud,Pineau des Charentes,,France,"Merlot, Cabernet Franc",nv,,Red,5e62d20e5488c305249bc85b
Bott Freres Edelzwicker NV,78.51894659999999,Domaine Bott Freres,Alsace,,France,"Sylvaner, Pinot Blanc, Gewurztraminer",nv,,White,5e61aba25488c305249bc7ea
Meander Moscato 2014,78.51894659999999,uniWines,Breedekloof,Western Cape,South Africa,Muscat of Alexandria,2014,,White,5e5f37c917dcc26950a85312
De Bortoli Willowglen Chardonnay 2017,78.51894659999999,De Bortoli Wines,Riverina,,Australia,Chardonnay,2017,,White,5e55c8833950407975962c8b
La Louviere Fontaine Des Loup Viognier 2016,78.51894659999999,Domaine La Louviere,Languedoc Roussillon,,France,Viognier,2016,,White,5e547a64f113aa6ab50adf06
Benziger Cabernet Sauvignon 2016,78.51894659999999,Benziger Family Winery,Sonoma County,,USA,Cabernet Sauvignon,2016,,Red,5e531a51a5e05d4cfdb4627a
Quinta Ferreira Syrah 2012,78.51894659999999,Quinta Ferreira Estate Winery,"Oliver, BC",,Canada,Syrah,2012,,Red,5cd34ef5365d46902dc23265
Black Dog Cirius Black 2015,78.51894659999999,Black Dog Cellars,Okanagan Falls,,Canada,White Blend,2015,,White,5cc1f9bfd5086bf66d5415e9
Sartori Marani Bianco Veronese Garganega 2015,78.51894659999999,Sartori  2oz 3.00  5oz 7.25  8oz 11.00  btl 35,"Verona, Veneto",,Italy,Garganega,2015,,White,5cb6182b211d501c7c5b76f9
DFJ Vinhos Grand'Arte Shiraz 2012,78.51894659999999,DFJ Vinhos,Lisboa,,Portugal,Syrah,2012,,Red,5ca66700fd0bf83408c5e337
Santa Margherita Pinot Grigio,78.51894659999999,Santa Margherita,Trentino,Trentino-Alto Adige,Italy,Pinot Gris,2016,,White,5ad77d39128caabb7db02906
Quilt Cabernet Sauvignon,78.51894659999999,Quilt,Napa Valley,California,USA,Cabernet Sauvignon,2015,,Red,5ad77d39128caabb7db028e7
Kendall-Jackson Merlot Vintner's Reserve,78.51894659999999,Kendall-Jackson,Sonoma County,California,USA,Merlot,2013,,Red,5ad77d39128caabb7db0288f
